description,category,subcategory,priority
NETWORK: Everything is timing out - network metrics appears to have Slow network response,NETWORK,Network Performance,3
"NET: Not sure if it's just one department, but the WiFi SSID has Beacon frame issues",NETWORK,WiFi,3
NETWORK frustration: This is impacting productivity - WAN link needs attention! Issue: MAC address flooding,NETWORK,Connectivity,2
"Network status: RF environment says 'connected, no internet' because of Authentication failure",NETWORK,WiFi,4
NETWORK incident: DHCP pool exhaustion related to subnet topology causing system slowdown at warehouse,NETWORK,IP Addressing,3
NET access: Can't access shared resources via network pipe - reports 'network error' related to Network card malfunction,NETWORK,Connectivity,4
NET assistance: Having trouble connecting to the backbone connection. Diagnosis shows Network outage,NETWORK,Connectivity,1
NETOPS: Multiple reports of Port physical damage with cabling infrastructure affecting multiple users,NETWORK,Physical Connectivity,1
NET-DNS: Getting 'DNS server not found' errors on physical layer. Root cause: Cable length exceeded,NETWORK,Physical Connectivity,3
"NET-Enterprise Services: The network services is experiencing issues, users reporting Cloud service connectivity",NETWORK,Enterprise Services,1
NET performance: Users losing patience with slow name resolution connection caused by DNSSEC validation error,NETWORK,DNS,4
NET ticket: Network congestion in network pipe at main office requiring network team attention,NETWORK,Connectivity,1
"Network status: IP schema says 'connected, no internet' because of ARP table corruption",NETWORK,IP Addressing,2
"NET: Not sure if it's just one department, but the bandwidth utilization has Network congestion",NETWORK,Network Performance,2
NET support needed: Keep losing connection to wireless network. Suspected Weak signal strength,NETWORK,WiFi,1
NETWORK incident: Rogue access point detected related to 802.11 protocol leading to timeout errors at main office,NETWORK,WiFi,1
NET: Can't even load internal sites - WiFi SSID showing signs of Hidden node problem,NETWORK,WiFi,2
Network VPN: IP allocation keeps disconnecting every few minutes due to NAT configuration error,NETWORK,IP Addressing,1
NET priority: Please fix patch panel ASAP - teams can't work due to Cable length exceeded,NETWORK,Physical Connectivity,2
NET assistance: Having trouble connecting to the RF environment. Diagnosis shows Hidden node problem,NETWORK,WiFi,2
NETOPS: Multiple reports of Database replication lag with network services affecting network performance,NETWORK,Enterprise Services,3
Network helpdesk: Would you mind looking into the enterprise infrastructure issues? Related to Remote desktop service failure,NETWORK,Enterprise Services,1
Network ticket: Getting 'no internet access' on all devices connected to TCP/IP stack. Root cause: Duplicate IP address,NETWORK,IP Addressing,1
NETWORK/Physical Connectivity: Physical layer interference detected during network termination monitoring at client site,NETWORK,Physical Connectivity,3
NETOPS: Multiple reports of ARP table corruption with TCP/IP stack causing packet drops,NETWORK,IP Addressing,3
NET priority: Please fix enterprise application ASAP - teams can't work due to Application server network issue,NETWORK,Enterprise Services,2
NET ticket: Application timeout in flow control at data center requiring network team attention,NETWORK,Network Performance,2
"Network operations ticket: Without network throughput, departments can't work! Identified as High network utilization",NETWORK,Network Performance,1
Network request: Could IT please check the network metrics? It's very slow due to High round-trip time,NETWORK,Network Performance,2
NET: DNS cache poisoning reported in name resolution at remote site - affecting multiple users,NETWORK,DNS,3
Network request: Could IT please check the network addressing? It's very slow due to NAT configuration error,NETWORK,IP Addressing,1
NET alert: Can't connect to the business connectivity - says 'unreachable' due to File sharing service disruption,NETWORK,Enterprise Services,1
Network ticket: Getting 'no internet access' on all devices connected to wireless spectrum. Root cause: Rogue access point detected,NETWORK,WiFi,3
NET: Can't even load internal sites - physical layer showing signs of Cable disconnection,NETWORK,Physical Connectivity,1
"NET: Not sure if it's just one department, but the enterprise infrastructure has Application server network issue",NETWORK,Enterprise Services,1
Network team: Please help with mission-critical applications problems. Symptoms point to Active Directory connectivity failure,NETWORK,Enterprise Services,2
"Network operations ticket: Without subnet topology, departments can't work! Identified as IP allocation failure",NETWORK,IP Addressing,3
Network support: Been trying to connect to WiFi SSID for hours. Diagnosed as Access point failure,NETWORK,WiFi,2
Network team: Please help with network termination problems. Symptoms point to Patch panel failure,NETWORK,Physical Connectivity,1
NETOPS: Multiple reports of DHCP scope depletion with subnet topology impacting user connectivity,NETWORK,IP Addressing,1
NETWORK: backbone connection keeps dropping every few minutes. Network team confirmed Link flapping,NETWORK,Connectivity,3
NETWORK: 802.11 protocol keeps dropping every few minutes. Network team confirmed Roaming issues,NETWORK,WiFi,2
NETOPS: traffic engineering connectivity broken - can't connect to anything due to High round-trip time,NETWORK,Network Performance,1
Network support: Been trying to connect to TCP/IP stack for hours. Diagnosed as Duplicate IP address,NETWORK,IP Addressing,4
NET ticket: DNS resolution failure in nameserver configuration at manufacturing floor requiring network team attention,NETWORK,DNS,2
Network team: Please help with enterprise application problems. Symptoms point to Exchange server network issues,NETWORK,Enterprise Services,1
NET priority: Please fix RF environment ASAP - teams can't work due to Hidden node problem,NETWORK,WiFi,1
Network VPN: traffic engineering keeps disconnecting every few minutes due to Buffer overflow,NETWORK,Network Performance,1
NET assistance: Having trouble connecting to the network metrics. Diagnosis shows Network congestion,NETWORK,Network Performance,3
NET support needed: Keep losing connection to network QoS. Suspected Network congestion,NETWORK,Network Performance,3
Network monitoring alert: IP address conflict affecting IP schema at server room causing packet drops,NETWORK,IP Addressing,4
Network monitoring alert: WiFi interference affecting wireless AP at main office creating access issues,NETWORK,WiFi,1
NET-DNS: Getting 'DNS server not found' errors on patch connections. Root cause: Cable length exceeded,NETWORK,Physical Connectivity,4
Network support: Been trying to connect to wireless spectrum for hours. Diagnosed as Access point failure,NETWORK,WiFi,4
Network VPN: IP allocation keeps disconnecting every few minutes due to ARP table corruption,NETWORK,IP Addressing,1
Network team: Please help with network addressing problems. Symptoms point to Static IP conflict,NETWORK,IP Addressing,1
"Network operations ticket: Without IP schema, departments can't work! Identified as IP address conflict",NETWORK,IP Addressing,1
Network incident: Something's wrong with the patch panel - diagnostic confirmed Network jack damage,NETWORK,Physical Connectivity,1
"Network status: RF environment says 'connected, no internet' because of Roaming issues",NETWORK,WiFi,4
NETWORK: network metrics keeps dropping every few minutes. Network team confirmed Network throttling,NETWORK,Network Performance,3
Network support: Been trying to connect to flow control for hours. Diagnosed as QoS misconfiguration,NETWORK,Network Performance,1
NETWORK frustration: This is impacting productivity - WiFi SSID needs attention! Issue: Channel congestion,NETWORK,WiFi,3
NETWORK incident: Video conferencing service down related to network services degrading service quality at data center,NETWORK,Enterprise Services,4
NET performance: Users losing patience with slow name resolution connection caused by DNS cache poisoning,NETWORK,DNS,2
Network helpdesk: Would you mind looking into the DNS hierarchy issues? Related to Zone transfer error,NETWORK,DNS,2
NET support needed: Keep losing connection to 802.11 protocol. Suspected Beacon frame issues,NETWORK,WiFi,4
Network support: Been trying to connect to physical layer for hours. Diagnosed as Physical layer interference,NETWORK,Physical Connectivity,2
NETWORK/DNS: DNS amplification attack detected during name resolution monitoring at corporate headquarters,NETWORK,DNS,2
NET-DNS: Getting 'DNS server not found' errors on WAN link. Root cause: MAC address flooding,NETWORK,Connectivity,2
NET priority: Please fix flow control ASAP - teams can't work due to Bandwidth saturation,NETWORK,Network Performance,1
Network helpdesk: Would you mind looking into the physical layer issues? Related to Connector damage,NETWORK,Physical Connectivity,2
